"weight_1","weight_2","weight_3","weight_4","weight_5","weight_6","weight_7","weight_8","weight_9","weight_10","weight_11","weight_12","weight_13","weight_14","weight_15","weight_16","weight_17","weight_18","weight_19","weight_20","weight_21","var","mu","year","alsea","beaver","coos","coquille","floras","lower_umpqua","middle_umpqua","necanicum","nehalem","nestucca","north_umpqua","salmon","siletz","siltcoos","siuslaw","sixes","south_umpqua","tahkenitch","tenmile","tillamook","yaquina"
0.0417374002422818,0.052810199272747,0.00569705309804162,0.0254130262521885,0.0386910780470338,0.0192645585060832,0.0810475033419166,0.0148944791064475,0.0782701161483316,0.0532725404601394,0.064523876479836,0.0167270984620725,0.0616731055481912,0.030382770655873,0.0705870600225446,0.0388652548817833,0.094436006788576,0.0942452518446085,0.0707963398389779,0.0250584017757781,0.0216068792265479,1.68172067385937,0.679581517235842,2005,14463,2355,17730,12278,526,19335,7912,1267,10869,713,2048,82,15150,4539,17583,109,14939,1973,8803,2075,3579
0.055064745060394,0.0248395708104297,0.0493102951514835,0.0729149358991122,0.0156045755680109,0.0375487751108072,0.0437862202189589,0.0806043849589547,0.0859526959595412,0.0818922949932829,0.0625987670612911,0.0882237351102766,0.0479523057949998,0.0535302347135664,0.0312286112489498,0.0322493592653401,0.0018592717134593,0.0466865781621486,0.0808770511562074,0.000585032637619108,0.00669055940516662,2.33976488253672,0.778611230784805,2006,2130,2106,12167,30863,1192,8634,5240,810,12543,2026,3240,554,5621,5888,6339,318,2426,3900,16269,9476,4587
0.0201019145361638,0.0943004336371558,0.0899975752815782,0.118972140719433,0.0571032087044923,0.00910577903195815,0.0794250605265854,0.0928631709639828,0.0167838387588788,0.0485478969393303,0.0275415755504491,0.00709499627953817,0.0484631972384686,0.00794819682516643,0.0276518841480001,0.00668742153503689,0.0820525653745221,0.0364480556560009,0.0123298309203153,0.00880213893477946,0.107779118438164,3.03536210074135,0.761154353043214,2007,2404,684,1488,15644,381,4745,1777,483,15717,441,1579,66,2461,1621,3978,109,5095,3977,4432,2570,3537
0.0750107386125216,0.0812123589904793,0.0976749467717249,0.0103030993112074,0.00984981950584425,0.0794446875340649,0.0780268782865851,0.000937814494948182,0.0774789639778674,0.0725387073088711,0.0626673099208885,0.0478271141052557,0.0155777081673768,0.000817042536737,0.0449974878918877,0.0489591162020167,0.0387448692697585,0.0462115420135646,0.0709363857713276,0.0054998377580387,0.0352835715690343,2.51922626628832,0.775202560752001,2008,13586,1242,15179,8967,802,9203,4561,1076,17549,1881,3507,665,21047,3950,17841,44,21354,2656,17474,4925,11131
0.0743666970031394,0.0774139957279985,0.0220233777668207,0.0327907010457221,0.0793756405540568,0.079086436859376,0.0274096054819918,0.0136214885692996,0.065212710471452,0.00961589750182806,0.00312429587821237,0.0925775753818059,0.00323054850547186,0.0313461103135341,0.0847648594774446,0.0571761915267511,0.026519395008818,0.0683441917499009,0.0772607322872788,0.0291117621055903,0.0456277867835071,2.6547975773525,0.875503770828723,2009,15663,3825,28868,23846,3427,20592,16130,4095,23276,4550,8260,806,25755,5561,32749,188,17060,3185,9817,17389,11965
0.0612511863524853,0.0563404189912722,0.0565565330570562,0.0858860542589412,0.0364267090167034,0.0104874671004339,0.0462018250477907,0.0197684662403899,0.0427221370336482,0.0325164161760141,0.0863688427795806,0.0341065403356161,0.0201348532388991,0.0547449818308174,0.0119924916312932,0.0849740227661,0.0452393835536981,0.0143226654172977,0.054622435225975,0.0865975539009186,0.058739016045069,2.47106066483819,0.760393431662615,2010,10172,2176,29041,24742,11895,18392,19029,4667,33826,2044,9867,1451,6597,8062,27282,97,26232,11215,21404,15635,9018
0.0421678069554581,0.0325477007501855,0.0840762676949503,0.0144765318706073,0.0194087302152693,0.0902651437629057,0.0310151177862002,0.0365696009595773,0.0789115524686086,0.0194653745640325,0.00178829529071849,0.0409288884443612,0.0486353493749476,0.0424626435890986,0.034506915298651,0.0872196577220687,0.0458108860946834,0.0537284316898617,0.0970198549516435,0.0779698905122034,0.0210253600039675,2.4885185068744,0.786055529048117,2011,30037,2532,11659,59007,9770,19838,21160,2247,16241,8328,6381,3854,35080,6735,29767,354,52955,7043,7721,20405,20218
0.032125155672605,0.101055239790383,0.0608510615254036,0.0791535610136084,0.0387754465144451,0.0800243777310849,0.0559381468907841,0.0950890484712586,0.0192776258911229,0.0293610660535824,0.0098795738141629,0.0218983760534511,0.101654131706175,0.0308262934212728,0.0755288609586343,0.0817403506575725,0.0109673118987012,0.0249266287945732,0.028146589234612,0.010513789805282,0.0122673641012849,2.78962124161858,0.747364983625409,2012,9995,2216,11109,6975,2952,4403,2887,1064,3496,2066,3698,350,5304,4655,14096,40,13730,6697,10976,1989,7396
0.0956899787841231,0.0951897044470241,0.0132319408042302,0.0873949352964026,0.0556338547895744,0.0381750377468134,0.0434221174645188,0.0682028437435901,0.00796448229000248,0.0327558678167427,0.0657204841241861,0.030597001942023,0.0802762781848121,0.0207718449266369,0.0480699817392735,0.0266487219028542,0.0185371566317383,0.0917691423422797,0.0310580856824014,0.0461882493586965,0.00270228998207651,2.21511958834727,0.726428650574261,2013,10583,2297,7848,26946,2207,8883,4870,910,5174,1078,3162,1328,8732,4329,16095,646,13883,3891,7352,5018,4050
0.0538275086668884,0.0633432209707137,0.058626040815486,0.0316536435906366,0.0876164651076097,0.0615750630572626,0.0297823271056052,0.0381691999571656,0.0157782903314112,0.0848081409726137,0.093711163735761,0.055418877298462,0.0324018804805791,0.0979897601781304,0.0230880254568145,0.0602393555090234,0.0106363686634394,0.0478861932462858,0.009777748364712,0.0158461986594879,0.0278245278319119,2.16232532455399,0.762878000882644,2014,29396,7483,44323,47492,1165,42114,15890,6529,34858,7261,4536,4195,22225,8183,44341,467,13010,4208,12701,22903,29163
0.0553752948854958,0.0693962102384137,0.0156982420601199,0.0821770529975051,0.0672021936612734,0.0721173892920731,0.0139496691013894,0.033958639096276,0.0638598241731906,0.0496800914301155,0.0331757067986262,0.022812278830486,0.00551899393325973,0.0224413577911698,0.0844162736912687,0.0769948836275091,0.0708955266810301,0.0146920516147485,0.0118307196894843,0.0924444022308555,0.0413631981757096,2.59200976622362,0.780193026692327,2015,7399,398,3636,4028,1902,4470,2694,1016,3695,1235,3594,398,2659,1870,12422,202,7054,1302,2503,1614,2880
0.0483736079653682,0.0172322803040551,0.0609794780481603,0.0282285353610651,0.0239875417770818,0.0720582296635163,0.0294872862324214,0.0844837794239388,0.00979078091208508,0.0856964128006302,0.0445592827688096,0.0788010425803061,0.0690535100768227,0.0463418610155164,0.0653798202686817,4.85125139116304e-05,0.0226475776361298,0.0734827411490167,0.022431048254891,0.0848523705121599,0.0320843007354322,2.69810381317227,0.837652111065836,2016,8039,1863,5040,10348,1027,4820,1263,1020,8228,2629,1251,1149,3286,2639,9964,131,834,4768,1361,7741,4066
0.0691082383997977,0.0937210205261964,0.0116341894227236,0.0128325830396146,0.0681517332050273,0.0431031582649269,0.0838452853171261,0.0976155398091716,0.0070831274221914,0.04620179233737,0.070499203601069,0.00873623519022552,0.0997765780922605,0.0254328050047929,0.00497789957205776,0.0689657760566037,0.0790748694596724,0.0355323197290734,0.0368220895192685,0.0288494297213235,0.00803612630950706,1.81954779892403,0.670457478659862,2017,4931,1786,3092,5337,797,12475,2056,608,6309,5169,2038,518,5982,822,8198,79,1247,309,366,3366,2865
0.0396488141001069,0.0193130501693015,0.0581574661631714,0.0546743340071745,0.102528617820097,0.0370305815597874,0.0504176625512874,0.00895396154961472,0.0933145930583406,0.0429259594623382,0.0798390906019935,0.018632761862894,0.0493379360464904,0.0835609483002006,0.00679701496108318,0.0884297089021236,0.0326715131389383,0.0395638387621387,0.0338616978806396,0.00405433706403872,0.0562861120382398,1.80304893225235,0.694844742681565,2018,5720,558,8240,6427,710,15910,4393,444,4735,1211,3324,116,4592,2549,7498,197,3531,1939,3130,2300,5279
0.0553149408509387,0.0735807420077162,0.00207949914095272,0.0805739691990217,0.0246743446468809,0.0765056829195838,0.0560150533585316,0.0364172847790357,0.0665133249338061,0.00321775055161276,0.0602042507935302,0.0284079779905178,0.0675538350054229,0.0436271798463138,0.0223654793823957,0.0652481997298571,0.00746571533740224,0.0677865727652546,0.0225536367969622,0.0613511304035844,0.0785434295606789,2.60093888240995,0.731219295588799,2019,5432,912,14884,13262,1012,10250,3476,782,13869,5154,3698,241,5050,1193,6587,174,4032,1574,5559,4436,3866
