StrmLev,stream_ID,fpbFtrID,fpbLong,fpbLat,fpbFtrTy,fpbFPasSta,cost,pass_score
4,3473,34990,-124.1226,43.487,Bridge,Unknown,370171,0.1
4,3473,34991,-124.139075,43.480767,Bridge,Unknown,370171,0.1
4,3473,35753,-124.177939,43.457939,Bridge,Unknown,370171,0.1
4,3473,39820,-124.191271,43.45979799,TideGate,UnkAnad,77617.39,0.5
4,3473,39823,-124.189289,43.45894699,TideGate,UnkAnad,77617.39,0.5
4,3473,39825,-124.178801,43.458328,TideGate,UnkAnad,77617.39,0.5
4,3473,39827,-124.173299,43.45723,TideGate,UnkAnad,77617.39,0.5
4,3473,39828,-124.17062,43.45655199,TideGate,UnkAnad,77617.39,0.5
4,3473,39829,-124.167197,43.456721,TideGate,UnkAnad,77617.39,0.5
4,3473,44831,-124.104727,43.49369705,CascadeGradientVelocity,Partial,455041.93,0.5
4,3473,44832,-124.101505,43.4927854,CascadeGradientVelocity,Partial,455041.93,0.5
4,3473,28665,-124.0814804,43.49296917,Falls,Blocked,455041.93,0.1
4,3487,36662,-123.936139,43.584169,Bridge,Unknown,370171,0.1
4,3487,36663,-123.935544,43.569725,Bridge,Unknown,370171,0.1
4,3487,5148,-123.936726,43.56938103,Falls,Partial,455041.93,0.5
